text	code	weight	stem	decomposition
育	yib	1	yib	⿱𠫓⺼
𬂄	yib		yib	⿰𦚏戈
𬂄	yib		yib	⿹⿶戈⿱亠丷月
𬗐	yibf		yibf	⿳𠫓冖糸
𪟆	yibln		yib/ln	⿰育刂
𭁩	yibm		yibm	⿱𠫓冄
𬫼	yibn		yibn	⿱𠫓⿲月金几
𨛼	yibnl		yib/nl	⿰育阝
𣣎	yibno		yib/no	⿰育欠
𨿾	yibog		yib/og	⿰育隹
𰕎	yibok		yibok	
𪺮	yibq		yibq	⿳𠫓冖牛
𥂥	yibt		yibt	⿱⿰歺戔皿
𬑁	yibt		yibt	⿱戲皿
𬩢	yibt		yibt	⿺遍立
逡	yice		yice	⿺辶夋
鶐	yichz	1	yic/hz	⿰述鳥
𬩋	yicr		yicr	⿺述言
𬨳	yics		yics	⿺述幻
述	yid	1	yid	⿺辶术
述	yid	1	yid	⿺辶朮
𣏋	yid		yid	⿱𠫓木
鶐	yidhz		yid/hz	⿰述鳥
𨜎	yidnl		yid/nl	⿰𣏋阝
𢾣	yidok		yid/ok	⿰𣏋攵
𬩋	yidr		yidr	⿺述言
𬨳	yids		yids	⿺述幻
𢽫	yidye		yid/ye	⿰𣏋攴
熟	yif	4	yif	⿱孰灬
𨓩	yif	2	yif	⿺辶⿸广火
𤍨	yif	1	yif	⿱孰火
𤆴	yif		yif	⿱𠫓火
𰞿	yif		yif	
𱫹	yif		yif	
𨘌	yifb		yifb	⿺辶禍
𬩎	yifb		yifb	⿺辶祸
𨕁	yifd		yifd	⿺辶𢈍
玅	yifh		yifh	⿰玄少
𨕫	yifl		yifl	⿺辶神
𨛧	yifnl		yif/nl	⿰⿱𠫓小阝
塾	yig	1	yig	⿱孰土
𡑠	yig		yig	⿱戠土
𭏼	yig		yig	⿱⿰畗丸土
𢂙	yihb		yihb	⿱㐬巾
𭐤	yihe		yihe	⿱亠夋
𮞔	yihg		yihg	⿺辶𢇦
𨓀	yihj		yihj	⿺辶⿸广千
䢕	yihm		yihm	⿺辶戌
𠘺	yihn		yihn	⿱𠫓几
𨓍	yihq		yihq	⿺辶⿸广龵
𨓍	yihq		yihq	⿺辶𭙕
充	yihu	1	yihu	⿱𠫓儿
充	yihu	1	yihu	⿱亠允
㐬	yihu		yihu	⿱𠫓𫶧
𮞩	yihv		yihv	⿺辶威
𪁶	yihz		yihz	⿱过鳥
遪	yiih		yiih	⿺辶參
𨒴	yiii		yiii	⿺辶厽
𨖅	yiil		yiil	⿺辶郎
𨗘	yiip		yiip	⿺辶叅
𮖠	yiiv		yiiv	⿳亠厸⿱𠀎𧘇
逋	yijb		yijb	⿺辶甫
述	yijc		yijc	⿺辶术
述	yijc		yijc	⿺辶朮
逑	yije		yije	⿺辶求
𪅄	yijhz		yij/hz	⿰率鳥
𠞩	yijln		yij/ln	⿰率刂
𧚍	yijv		yijv	⿳亠求𧘇
迖	yik	1	yik	⿺辶犬
𡙰	yik		yik	⿱孰大
𨖿	yikf		yikf	⿺辶爲
𲁹	yikhp		yikhp	
𮞇	yikp		yikp	⿺辶龙
𨑫	yiku		yiku	⿺辶尤
𧏛	yili		yili	⿱討虫
𮞨	yilo		yilo	⿺辶庚
𮞳	yilo		yilo	⿺辶庾
𮞻	yilr		yilr	⿺辶唐
螤	yilwo		yilwo	⿰蚉㬰
𱳓	yimbu		yimbu	
𲁱	yimd		yimd	
𪜟	yimmi		yimmi	⿱孰云
𫐤	yimn		yimn	⿺辶庁
𨒮	yimo		yimo	⿺辶次
䃞	yimr		yimr	⿱孰石
𠆉	yimt		yimt	⿱𠫓⿻⿻⿻廿一十廾
𱯁	yinig		yinig	
𫝅	yio		yio	⿱亠⿻厶人
𫝅	yio		yio	⿻𠫓人
𰮑	yiob		yiob	
玈	yiohv		yiohv	⿰玄⿱𠂉④
率	yioj	1	yioj	⿱⿻玄⿱丷八十
𠦸	yioj		yioj	⿱⿻言⿱丷八十
𲅝	yioj		yioj	
逘	yiok	2	yiok	⿺辶矣
𥏛	yiok		yiok	⿹⿶戈⿱亠丷矢
𡖍	yion		yion	⿱亠⿺⿰②乀夕
𱥬	yion		yion	
𧜍	yiov		yiov	⿳亠⿱次毌𧘇
𫐟	yip	1	yip	⿺辶弋
𪫼	yip		yip	⿱対心
𭜘	yip		yip	⿱𠫓心
𣓪	yipd		yipd	⿱𠫓枼
𲅞	yipj		yipj	
𧜫	yipv		yipv	⿳亠鹿𧘇
迨	yir	1	yir	⿺辶台
𢧂	yir		yir	⿹⿶戈⿱亠丷口
𠞌	yirln		yir/ln	⿰⿱㐬口刂
𢨅	yirmg		yirmg	⿰⿱立呈戈
𤰑	yirn		yirn	⿳𠫓口⿲月⿱龷用凡
𬨹	yirq		yirq	⿺迨牛
袬	yirv		yirv	⿳亠台𧘇
𨄡	yiryo		yiryo	⿱孰足
遍	yisb		yisb	⿺辶扁
𬨣	yise		yise	⿺辶永
𫨁	yisl		yisl	⿰蠃卩
弃	yit		yit	⿱𠫓廾
𱎘	yit		yit	
𠔚	yitc		yitc	⿱𠫓共
棄	yitd		yitd	⿱𠫓⿻廿木
棄	yitd		yitd	⿱𠫓𭩠
遮	yitf	1	yitf	⿺辶庶
𨖓	yitf		yitf	⿺辶𢉙
𩓗	yitmz		yit/mz	⿰弃頁
𨒋	yiu		yiu	⿺辶戉
𪁇	yiuhz		yiu/hz	⿰充鳥
𠡤	yiukd	1	yiukd	⿺㐬力
𠡜	yiukd		yiukd	⿺充力
𩒘	yiumz		yiu/mz	⿰充頁
𤣧	yiuoy		yiuoy	⿰玄⿱山⿱𠂉⺊
𦁋	yivif		yivif	⿹⿶戈⿱亠丷糸
𨖅	yivl		yivl	⿺辶郎
𡿮	yivv		yivv	⿱𠫓巛
𤰸	yiw		yiw	⿱𠫓田
𬬘	yiwk		yiwk	⿳𠫓罒⿲月金凡
𫎣	yiwk		yiwk	⿳𠫓罒⿲月貝凡
夣	yiwn	1	yiwn	⿱⿳𠫓罒冖夕
𦣔	yiwn		yiwn	⿳𠫓罒⿲月果凡
𬬘	yiwn		yiwn	⿳𠫓罒⿲月金凡
𫎣	yiwn		yiwn	⿳𠫓罒⿲月貝凡
𢨞	yiwtc		yiwtc	⿹⿶戈⿱亠丷異
𫑃	yixd		yixd	⿺辶⿸⿸广⿻コ⿰丨丨木
𨖥	yixi		yixi	⿺辶𢉖
斔	yixo		yixo	⿰蚉臾
𣂂	yiyj		yiyj	⿰蚉斗
𮟜	yiyl		yiyl	⿺辶廓
𧨺	yiymr		yiymr	⿹⿶戈⿱亠丷言
玆	yiyvi	1	yiyvi	⿰玄玄
斗	yj	1	yj	斗
辻	yj		yj	⿺辶十
𥫊	yjabt		yjabt	⿰章昷
𠧄	yjamj		yjamj	⿰卓旱
䢌	yjb		yjb	⿺辶巿
𣁻	yjbdi		yjbdi	⿰斗⿱⿴𠂊冫寸
𨒘	yjbh		yjbh	⿺辶𪩲
𨘞	yjbj		yjbj	⿺辶⿳⿱十冖八䍐
遖	yjbl		yjb'l	⿺辶南
𫿴	yjbnd		yjbnd	⿰斗孚
𥁇	yjbt		yjbt	⿱斗皿
𧛫	yjbv		yjbv	⿳亠胡𧘇
𨕦	yjce		yjce	⿺辶⿱宀⿳八人夂
𨕦	yjce		yjce	⿺辶⿱宀𭴅
𮟡	yjci		yjci	⿺辶⿱宀尊
𨕦	yjcn		yjcn	⿺辶⿱宀⿳八人夂
𨕦	yjcn		yjcn	⿺辶⿱宀𭴅
邃	yjco	1	yjco	⿺辶⿱穴㒸
𨗉	yjco		yjco	⿺辶䆥
𨗉	yjco		yjco	⿺辶𡩙
𮟏	yjco		yjco	⿺辶𡩙
𰻞	yjcp	1	yjcp	
𰻝	yjcp		yjcp	
𨕠	yjcs		yjcs	⿺辶窄
𮟇	yjcs		yjcs	⿺辶䆠
𲅤	yjcs		yjcs	
䢘	yjdi		yjdi	⿺辶守
𣖛	yjdj		yjdj	⿰卒末
𩫠	yjdk	1	yjdk	⿰𩫏夬
𩍯	yjdk		yjdk	⿰⿱高革夬
𨑤	yje		yje	⿺辶支
𫑆	yjee		yjee	⿺辶⿰支变
𥫓	yjeee	1	yjeee	⿰章⿳双双双
𠮒	yjeee		yjeee	⿰章叕
𬩁	yjen		yjen	⿺辶⿰支别
㷭	yjf	1	yjf	⿱逢火
𡮇	yjf		yjf	⿰卒小
𭶈	yjff		yjff	⿰卒炎
𨔎	yjgs		yjgs	⿺辶⿳宀土⿱八𠃌
贛	yjhec	1	yjhec	⿰章⿱夂貢
𥫔	yjhec		yjhec	⿰章⿱夅貝
竷	yjhee		yjhee	⿰章⿱夅夂
𣁲	yjhem		yjhem	⿰斗冬
赣	yjheo	1	yjheo	⿰章⿱夂贡
𥪴	yjheq		yjheq	⿰章夅
𫁯	yjhew		yjhew	⿰章⿱夅⿴囗凵
𣁲	yjhey		yjhey	⿰斗冬
𦕢	yjhg		yjhg	⿰⿱⺊耳壬
彰	yjhhh	1	yjhhh	⿰章彡
𢒛	yjhhh		yjhhh	⿰卓彡
𣂣	yjhml	1	yjhml	⿰卓斤
𣁰	yjhml		yjhml	⿰斗斤
𨒆	yjhn	1	yjhn	⿺辶宂
𧦕	yjhn		yjhn	⿱計几
𣪙	yjhne		yjhne	⿰卓殳
㲞	yjhqu		yjhqu	⿰卒毛
𨖄	yjhr		yjhr	⿺辶𡨟
𫆶	yjhsb		yjhsb	⿰卓肩
𠦲	yjht		yjht	⿰卓升
𫧧	yjht		yjht	⿰連升
𢥔	yjhup		yjhup	⿰章息
𩫫	yjhwj	1	yjhwj	⿰𩫏卑
𩫪	yjhwj		yjhwj	⿰⿳高口十卑
𥫑	yjhwp		yjhwp	⿰章⿱囪心
𫜂	yjhym	1	yjhym	⿰章鸟
𫛱	yjhym		yjhym	⿰卓鸟
𬷄	yjhz		yj/hz	⿰斗鳥
㦸	yji		yji	⿰卓戈
𩫯	yjibi		yjibi	⿰𩫏尃
𮟙	yjig		yjig	⿺辶截
𪟷	yjihq		yjihq	⿰卓牟
𩫨	yjihs		yjihs	⿰𩫏成
𩫱	yjilb		yjilb	⿰𩫏庸
𬨼	yjin		yjin	⿺辶𫦂
𬩒	yjin		yjin	⿺辶剸
𫆶	yjisb		yjisb	⿰卓肩
𠦷	yjit		yjit	⿰卓弁
𨘼	yjjb	1	yjjb	⿺辶輲
𨗛	yjjb		yjjb	⿺辶朝
𬩰	yjjg		yjjg	⿺連戜
𬨺	yjjm		yjjm	⿺連上
𰄻	yjjn		yjjn	
𨖋	yjjo		yjjo	⿺辶寁
𬽍	yjju		yjju	⿳亠艹⿻一山
𬩪	yjkf		yjkf	⿺辶寮
䗬	yjli		yjli	⿱逢虫
蠭	yjlii		yjlii	⿱逢䖵
𨓰	yjlo		yjlo	⿺辶疌
𣁶	yjluo		yjluo	⿰斗兆
𲅣	yjlw		yjlw	
𩫰	yjlwv		yjlwv	⿰𩫏婁
𩫧	yjmam		yjmam	⿰𩫏亘
𱅾	yjmam		yjmam	
𭅭	yjmbb		yjmbb	⿰卓𦓔
贑	yjmbc	1	yjmbc	⿰章貢
𫎬	yjmbo		yjmbo	⿰章贡
𱂯	yjmbo		yjmbo	
𥫒	yjmbp		yjmbp	⿰章𢜊
𣁹	yjmcw		yjmcw	⿰斗酉
䢓	yjmd		yjmd	⿺辶宇
𫐱	yjmf		yjmf	⿺辶宗
𣁿	yjmlo		yjmlo	⿰斗𠩓
𣂇	yjmly		yjmly	⿰斗厞
𣁯	yjmmu		yjmmu	⿰斗元
𫐲	yjmo		yjmo	⿺辶定
𮞼	yjmo		yjmo	⿺辶家
𫆶	yjmsb		yjmsb	⿰卓肩
𤮩	yjmun	1	yjmun	⿰⿳亯从干瓦
𤭢	yjmun		yjmun	⿰卒瓦
𠁎	yjmy		yjmy	⿱連下
𬍏	yjmy		yjmy	⿰率下
𩑯	yjmz		yj/mz	⿰斗頁
乧	yjn	1	yjn	⿱斗乙
𮄴	yjno		yjno	⿰章久
𩙹	yjnoo		yjnoo	⿰逢飛
𮲾	yjnoo		yjnoo	
𲊩	yjnor		yjnor	
𬔧	yjnq		yjnq	⿰章丮
𡔊	yjnqg		yjnqg	⿰𦎧⿱丮土
𦞍	yjobo		yjobo	⿱計肉
𱁉	yjog		yjog	
贛	yjokc		yjokc	⿰章⿱夂貢
竷	yjoke		yjoke	⿰章⿱夅夂
𫧦	yjol		yjol	⿰率亇
𪯫	yjom		yjom	⿰斗丘
𧹉	yjomc		yjomc	⿰章⿳人⿷匚一貝
𫧦	yjon		yjon	⿰率亇
𧹄	yjopc		yjopc	⿰章⿳⿱人匕一貝
迱	yjp	2	yjp	⿺辶它
㦁	yjp		yjp	⿱連心
𢥺	yjp		yjp	⿱⿰音章心
𰒊	yjp		yjp	
𠣳	yjpi		yjpi	⿰卓勺
𠣳	yjpm		yjpm	⿰卓勺
𰺷	yjpu		yjpu	
𩫭	yjqa		yjqa	⿰𩫏者
𩫭	yjqia		yjqia	⿰𩫏者
啇	yjr	1	yjr	⿱⿱亠丷⿵冂古
𫐢	yjr		yjr	⿺辶古
𩫩	yjrau		yjrau	⿰𩫏邑
𪄱	yjrhz		yjr/hz	⿰啇鳥
𠢗	yjrks		yjr/ks	⿰啇力
𠞶	yjrln		yjr/ln	⿰啇刂
歒	yjrno		yjr/no	⿰啇欠
敵	yjrok		yjr/ok	⿰啇攵
㖍	yjrp		yjrp	⿱斗叱
逭	yjrr		yjrr	⿺辶官
𥫕	yjrre		yjrre	⿰章⿱吅叕
䯬	yjrrj		yjrrj	⿰𩫏單
𥫖	yjrrk		yjrrk	⿰章⿱吅㸚
𫐦	yjru		yjru	⿺辶克
𪟼	yjruc		yjruc	⿰卒巽
𮖭	yjrv		yjrv	⿱啇衣
𪟼	yjrvc		yjrvc	⿰卒巽
𰙷	yjrx		yjrx	
㪳	yjrz		yjrz	⿱斗㇣
㪲	yjs		yjs	⿱斗𠃍
𠞻	yjsh		yjsh	⿰率刀
𫦈	yjshh		yjshh	⿰卒刄
𫦈	yjshi		yjshi	⿰卒刄
𫦈	yjsk		yjsk	⿰卒刄
𫐸	yjsl		yjsl	⿺辶宦
𦑋	yjss		yjss	⿰卒羽
𨓄	yjt	1	yjt	⿺辶𠦃
𨒍	yjt		yjt	⿺辶卉
𨙇	yjtc		yjtc	⿺辶賽
𨘄	yjtf		yjtf	⿺辶⿳宀⿻卄彐火
𦏎	yjtgr		yjtgr	⿰𦍍善
𮟡	yjti		yjti	⿺辶⿱宀尊
𬩂	yjtj		yjtj	⿺辶𠦪
𮟏	yjto		yjto	⿺辶𡩙
𦕡	yjtt		yjtt	⿰⿱⺊耳井
𮞚	yjtu		yjtu	⿺辶尭
𬩂	yjtz		yjtz	⿺辶𠦪
𠃵	yju		yju	⿰卓乚
𨑿	yju		yju	⿺辶𠙷
𨘜	yjwa		yjwa	⿺辶⿳𤰔灬日
𮞸	yjwa		yjwa	⿺辶曺
𫑈	yjwb		yjwb	⿺辶寓
𨖇	yjwi		yjwi	⿺辶專
𰺿	yjwi		yjwi	
連	yjwj		yjwj	⿺辶車
𣂌	yjwli		yjwli	⿰斗蜀
𣦮	yjxif		yjxif	⿰卒歲
𣦖	yjxlh		yjxlh	⿰卓步
𣦖	yjxnh		yjxnh	⿰卓步
𠧇	yjxt		yjxt	⿰卓舁
𪟿	yjy		yjy	⿰卓卜
𨰯	yjyec		yjyec	⿰𦎧⿱攴金
𣁾	yjyjj		yjyjj	⿱斗⿰斗斗
𣃜	yjys		yjys	⿱斗方
文	yk	3	yk	⿱亠乂
达	yk	2	yk	⿺辶大
头	yk	1	yk	头
𪰎	yka		yka	⿱文日
𬀫	yka		yka	⿺文日
𦣖	ykaaa		ykaaa	⿱吂⿲月晶凡
𣁚	ykail		ykail	⿰文即
𣁌	ykaj		ykaj	⿱文早
𭤘	ykam		ykam	⿱文旦
斕	ykanw	1	ykanw	⿰文闌
迶	ykb	1	ykb	⿺辶有
𦙟	ykb		ykb	⿱文月
遰	ykbb		ykbb	⿺辶帶
𣁘	ykbbr		ykbbr	⿰文咼
𰋰	ykbcn		ykbcn	
𮞜	ykbr		ykbr	⿺辶⿱大冋
𥂦	ykbt	1	ykbt	⿱敦皿
𥂚	ykbt		ykbt	⿱⿰辛攵皿
𫿯	ykbt		ykbt	⿱文𠕁
贏	ykbuc	1	yk'buc	⿱吂⿲月貝凡
贏	ykbuc	1	yk'buc	⿱吂⿲月貝卂
䝺	ykbuc		ykbuc	⿱𪯢貝
𧴻	ykbuc		ykbuc	⿱文貝
𣁪	ykbum		ykbum	⿳文䀠冝
斍	ykbuu	1	ykbuu	⿱文見
𣁐	ykbuu		ykbuu	⿰文見
𧠷	ykbuu		ykbuu	⿰交見
𬡑	ykbv		ykbv	⿳亠有𧘇
𭑁	ykbx		ykbx	⿺夜舀
鐜	ykc	6	ykc	⿱敦金
𪯧	ykc	4	ykc	⿰文金
𨰩	ykc	3	ykc	⿱⿰𦎧攵金
𨭞	ykc	2	ykc	⿱吂⿲月金凡
𨪣	ykc	1	ykc	⿱⿰⿱丶丙攵金
𨒏	ykc		ykc	⿺辶𡗜
遼	ykcf		ykcf	⿺辶尞
𠞑	ykcln		ykc/ln	⿰⿱文⿻王丷刂
𨔬	ykcq		ykcq	⿺辶⿳𡗜一⿻二丨
𣜄	ykd	1	ykd	⿱吂⿲月木凡
𣓰	ykd		ykd	⿱𫾨木
𬨥	ykd		ykd	⿺辶杀
𱣅	ykd		ykd	
𱣬	ykd		ykd	
㿰	ykdhe		ykdhe	⿰交皮
対	ykdi		ykdi	⿰文寸
𬁏	ykdih		ykdih	⿰対易
𫴬	ykdil		ykdil	⿰対亇
𫴬	ykdin		ykdin	⿰対亇
𬩛	ykdio		ykdio	⿰対逐
熟	ykf	7	ykf	⿱孰灬
𪹱	ykf	2	ykf	⿱⿰享犬灬
𨒭	ykf	1	ykf	⿺辶灰
𤋈	ykf		ykf	⿱⿰卡攴灬
㪰	ykfd		ykfd	⿱文米
塾	ykg	4	ykg	⿱孰土
墪	ykg	3	ykg	⿱敦土
𡒱	ykg	2	ykg	⿱敵土
𡒋	ykg	1	ykg	⿱㪣土
𡌼	ykg		ykg	⿱放土
𡑤	ykg		ykg	⿱吂⿲月土凡
𭎲	ykg		ykg	⿺夜土
𭏼	ykg		ykg	⿱⿰畗丸土
𱖐	ykg		ykg	
𨕎	ykgr		ykgr	⿺辶⿱大𠮷
𬨯	ykha		ykha	⿺辶狛
𥢵	ykhd		ykhd	⿱吂⿲月禾凡
逖	ykhf		ykhf	⿺辶狄
逛	ykhg	1	ykhg	⿺辶狂
𨖢	ykhg		ykhg	⿺辶⿰犭玨
𭐺	ykhg		ykhg	⿰夜壬
彣	ykhhh		ykhhh	⿺文彡
𪃛	ykhhz		ykh/hz	⿰彥鳥
𮷡	ykhk		ykhk	
𬽟	ykhlc		ykhlc	⿰交質
顏	ykhmz		ykh/mz	⿰彥頁
𠙟	ykhn	1	ykhn	⿱效几
𠙇	ykhn		ykhn	⿰交几
𩖣	ykhni		ykhni	⿰文風
𣁄	ykhq		ykhq	⿱文牛
𫑁	ykhr		ykhr	⿺辶猗
斒	ykhsb		ykhsb	⿰文扁
𱡥	ykhsl		ykhsl	
䴔	ykhym	2	ykhym	⿰交鸟
𬸦	ykhym	1	ykhym	⿱族鸟
𪉃	ykhym		ykhym	⿰文鸟
𬸀	ykhym		ykhym	⿱文鸟
𬸫	ykhym		ykhym	⿱敦鸟
𱊫	ykhym		ykhym	
𱊮	ykhym		ykhym	
𲍿	ykhym		ykhym	
鷟	ykhz	4	ykhz	⿱族鳥
鸁	ykhz	3	ykhz	⿱吂⿲月鳥凡
鴍	ykhz	2	ykhz	⿱文鳥
鳼	ykhz		yk/hz	⿰文鳥
𪆃	ykhz		ykhz	⿱敦鳥
迏	yki		yki	⿺辶太
斏	ykiav		ykiav	⿰文良
𬨥	ykid		ykid	⿺辶杀
𨗑	ykig		ykig	⿺辶雄
𭤚	ykihp		ykihp	⿰文感
𣁠	ykilb		ykilb	⿰文庸
斒	ykisb		ykisb	⿰文扁
𱘩	ykiyr		ykiyr	
𱡤	ykjbm		ykjbm	
𨘃	ykjr		ykjr	⿺辶痯
逩	ykjt		ykjt	⿺辶奔
𨏾	ykjwj		ykjwj	⿱獻車
𡙰	ykk		ykk	⿱孰大
𨓇	ykkb		ykkb	⿺辶希
𠅫	ykkn		ykkn	⿳亠㸚几
𠠼	ykks		yk/ks	⿰文力
𰕍	ykl		ykl	
𢄧	yklb		yklb	⿱族巾
𭤔	yklb		yklb	⿱文巾
𱡢	yklb		yklb	
𲅓	yklb		yklb	
𱡣	yklba		yklba	
𮚁	yklbl		yklbl	⿵齐貝
𨒸	ykld		ykld	⿺辶存
蠃	ykli	4	ykli	⿱吂⿲月虫凡
蚉	ykli	3	ykli	⿱文虫
𧐈	ykli	2	ykli	⿱族虫
𧏅	ykli	1	ykli	⿱𢼜虫
𧌱	ykli		ykli	⿱放虫
𮕁	ykli		ykli	⿱敦虫
螡	yklii	2	yklii	⿱文䖵
䘇	yklii		yklii	⿱文蟲
齐	ykll		ykll	⿱文⿰丿丨
斎	ykllf		ykllf	⿵齐示
𱌗	ykllf		ykllf	
齑	yklll	1	yklll	⿵齐韭
𪯠	yklll		yklll	⿱文川
剂	yklln		ykl/ln	⿰齐刂
𬹳	ykllo		ykllo	⿵齐贝
𱌙	ykllv		ykllv	
刘	ykln		yk/ln	⿰文刂
𰄬	ykln		ykln	
𲊦	yklsm		yklsm	
斓	yklsw		yklsw	⿰文阑
𱌘	yklt		yklt	
𪙯	yklu		yklu	⿳亠⿸③⿰丨⿱亠龶齒
𰺾	yklu		yklu	
遀	ykmb		ykmb	⿺辶⿱左月
斋	ykmbl		ykmb'l	⿱文而
𰞚	ykmf		ykmf	
𭑛	ykmfr		ykmfr	⿰头否
𰡲	ykmgi		ykmgi	
彥	ykmh	1	ykmh	⿱文⿸厂彡
𪯨	ykmh		ykmh	⿸产初
剷	ykmln		ykm/ln	⿰産刂
剷	ykmln		ykm/ln	⿰產刂
產	ykmm	1	ykmm	⿱文⿸厂生
𫿭	ykmm		ykmm	⿱文二
𭤕	ykmmf		ykmmf	⿱文示
𪜟	ykmmi		ykmmi	⿱孰云
𭐻	ykmmi		ykmmi	⿺夜云
𫸲	ykmn		ykmn	⿱文⿸厂弓
𫝸	ykmo		ykmo	⿸产⿻丿人
斌	ykmpx	1	ykmpx	⿰文武
䃦	ykmr	4	ykmr	⿱敦石
䃞	ykmr	3	ykmr	⿱孰石
𨔙	ykmr	2	ykmr	⿺辶⿱大石
𨓾	ykmr	1	ykmr	⿺辶奇
𠷗	ykmr		ykmr	⿸彦口
𠷗	ykmr		ykmr	⿸彥口
𧧑	ykmr		ykmr	⿸产言
𫢄	ykmrw		ykmrw	⿱吂⿲月畐凡
斒	ykmsb		ykmsb	⿰文扁
𭺡	ykmun		ykmun	⿰交瓦
𱰕	ykmun		ykmun	
𨕏	ykmw		ykmw	⿺辶⿱大西
𣁡	ykmwf		ykmwf	⿰文票
𣦤	ykmx	1	ykmx	⿱敦正
𣁇	ykmx		ykmx	⿱文正
𭤗	ykmx		ykmx	⿰文正
𮨂	ykmz		yk/mz	⿰文頁
𥩧	ykmz		ykmz	⿸产予
𨑍	ykn	1	ykn	⿺辶九
㐎	ykn		ykn	⿱文乙
𬢙	yknbg		yknbg	⿱吂⿰𦛲凡
㪱	yknbk		yknbk	⿰文奐
㪱	yknbk		yknbk	⿰文奂
斈	yknd	1	yknd	⿱文子
𡥮	yknd		yknd	⿱放子
𣁃	yknf		yknf	⿱文⿻了八
𮹓	yknm		yknm	
𩼊	yknwf	1	yknwf	⿱吂⿲月魚凡
𩵳	yknwf		yknwf	⿱文魚
𩺯	yknwf		yknwf	⿱族魚
𩜢	ykoav		ykoav	⿱放食
𩞤	ykoav		ykoav	⿱敦食
𱼦	ykobo		ykobo	
𩀥	ykog		ykog	⿱族隹
𮟁	ykog		ykog	⿺辶奞
𮥷	ykog		yk/og	⿰文隹
𪯩	ykoge		ykoge	⿰文隻
𦉧	ykoju		ykoju	⿱獻缶
𨕾	ykok		ykok	⿺辶疾
𫾨	ykok		yk/ok	⿰文攵
𱵜	ykomf		ykomf	
𭐿	ykonr		ykonr	⿺夜含
𪯤	ykor		ykor	⿰文合
𣁑	ykoyg		ykoyg	⿱文住
忞	ykp	4	ykp	⿱文心
憝	ykp	3	ykp	⿱敦心
𢥲	ykp		ykp	⿱⿰𦎧攵心
𪬆	ykp		ykp	⿱放心
𫻙	ykp		ykp	⿱𭤊心
𣁆	ykph		ykph	⿱文必
𭯑	ykpp		ykpp	⿺夜比
𣁈	ykpru		ykpru	⿰文包
𣁈	ykpsu		ykpsu	⿰文包
连	ykq	4	ykq	⿺辶车
撉	ykq	2	ykq	⿱敦手
㪯	ykq	1	ykq	⿱文⿻二丨
𢳈	ykq		ykq	⿱族手
𫽯	ykq		ykq	⿰虔手
𰓉	ykq		ykq	
𪯛	ykqmf		ykqmf	⿱放素
𱐜	ykqn		ykqn	
吝	ykr	2	ykr	⿱文口
𨒐	ykr		ykr	⿺辶右
𧜯	ykrdv		ykrdv	⿳文呆𧘇
𫢃	ykrhg		ykrhg	⿱吂⿲月呈凡
𫡽	ykrhr		ykrhr	⿰交呂
𠡧	ykrks		ykr/ks	⿰吝力
𫢃	ykrmg		ykrmg	⿱吂⿲月呈凡
𮟼	ykrnl		ykr/nl	⿰吝阝
𰻒	ykrr		ykrr	
𨄡	ykryo		ykryo	⿱孰足
边	yks	1	y/ks	⿺辶力
斉	yks		yks	⿱文⿲丿二丨
𭤧	yks		yks	⿻一力
𲈿	yks		yks	
𫑊	yksc		yksc	⿺辶𠢋
𫐪	yksf		yksf	⿺边尔
𫥿	yksh		yksh	⿰交刀
𫦓	yksh		yksh	⿱族刀
𰄢	yksh		yksh	
𰅇	yksh		yksh	
𣁥	yksit		yksit	⿰文監
斊	yksj		yksj	⿱文耳
𬩇	yksk		yksk	⿺边美
剤	yksln		yks/ln	⿰斉刂
𣁥	yksmt		yksmt	⿰文監
𬨬	yksp		yksp	⿺边尼
驘	yksqf	2	yksqf	⿱吂⿲月馬凡
𩢌	yksqf		yksqf	⿰文馬
迦	yksr		yksr	⿺辶加
𦐑	ykss		ykss	⿰文羽
𱡦	yksuu		yksuu	
𪯦	yktbc		yktbc	⿰文典
𦏎	yktgr		yktgr	⿰𦍍善
𫿲	yktlf		yktlf	⿰文燕
𦣄	yktlj		yktlj	⿱吂⿲月革凡
𩍷	yktlj		yktlj	⿱⿰啇夬革
𩓉	yktmz		ykt/mz	⿰⿱文廾頁
羸	yktq	2	yktq	⿱吂⿲月羊凡
𦍢	yktq		yktq	⿰文羊
𨔶	yktq		yktq	⿺辶羍
𡳴	ykts		ykts	⿱吂⿲月⿱廿尸凡
𡳴	ykts		ykts	⿱吂⿲月⿱龷尸凡
𭼅	yktyo		yktyo	⿰⿱上矢⿱䒑龰
𡵡	yku		yku	⿱文山
𡼖	yku		yku	⿱敦山
𧯺	ykumt		ykumt	⿰交豈
嬴	ykv	1	ykv	⿱吂⿲月女凡
嬴	ykv	1	ykv	⿱吂⿲月女卂
𡝶	ykv		ykv	⿱放女
紊	ykvif	1	ykvif	⿱文糸
𦆁	ykvif		ykvif	⿱吂⿲月糸凡
𪯣	ykwc		ykwc	⿱文四
臝	ykwd	1	ykwd	⿱吂⿲月果凡
臝	ykwd	1	ykwd	⿱吂⿲⺼果凡
𪐰	ykwff		ykwff	⿱文黑
𥐂	ykwib		ykwib	⿰⿱上矢禺
𱡧	ykxbf		ykxbf	
斖	ykxbm		ykxbm	⿱文舋
𣁫	ykxbt		ykxbt	⿳文𦥯血
𦣉	ykxle		ykxle	⿱吂⿲月叟凡
