text	code	weight	stem	decomposition
𬩊	yddk		yddk	⿺辶𢽳
𡦚	yddl		yddl	⿰享束
𮟘	yddq		yddq	⿺辶⿱林聿
𧝺	yddv		yddv	⿳亠楙𧘇
𫨿	yde		yde	⿰享又
𲅖	ydhe		ydhe	
虨	ydhhh	1	ydhhh	⿰𧇃彡
㣓	ydhhh		ydhhh	⿰粲彡
𪧃	ydhjg		ydhjg	⿰享重
𮞝	ydhl		ydhl	⿺辶析
𣂺	ydhml		ydhml	⿰𣐽斤
𣫋	ydhne		ydhne	⿰𨤐殳
𣰮	ydhqu	1	ydhqu	⿰𥻆毛
𣮢	ydhqu		ydhqu	⿰享毛
𡦟	ydhwj		ydhwj	⿰享卑
鹑	ydhym		ydhym	⿰享鸟
过	ydi	1	ydi	⿺辶寸
𢧶	ydi		ydi	⿰虖戈
𤰎	ydilb		ydilb	⿰享庸
𮞖	ydio		ydio	⿺过瓜
𢨊	ydirm		ydirm	⿰享或
𩐾	ydje	1	ydje	⿱⿰音条支
𢻓	ydje		ydje	⿰享支
𨑣	ydk		ydk	⿺辶夬
𡦦	ydknf		ydknf	⿰⿳亠④子⿱丸火
𡦦	ydknf		ydknf	⿰享⿱丸火
孰	ydkni		ydkni	⿰享丸
𭓔	ydkni		ydkni	⿰𬽊丸
孰	ydknk		ydknk	⿰享丸
𭓔	ydknk		ydknk	⿰𬽊丸
𨔣	ydkr		ydkr	⿺辶枷
速	ydl	1	ydl	⿺辶束
𨘱	ydld		ydld	⿺速爭
𱝥	ydlh		ydlh	
䗐	ydli	1	ydli	⿱施虫
𫑅	ydli		ydli	⿺速令
遫	ydlk	1	ydlk	⿺辶敕
𫑐	ydlk		ydlk	⿺速戾
𫑅	ydll		ydll	⿺速令
𬨻	ydll		ydll	⿺速亇
𬨻	ydln		ydln	⿺速亇
𬩉	ydln		ydln	⿺速弗
遬	ydlo		ydlo	⿺辶欶
𫑋	ydlq		ydlq	⿺速牟
𫑒	ydlr		ydlr	⿺速倍
𫐿	ydlu		ydlu	⿺辶𣭵
𬩯	ydlz		ydlz	⿺辶鵣
𩫡	ydmam		ydmam	⿰槀亘
𨔻	ydmb		ydmb	⿺辶𮧯
𠨌	ydmff		ydmff	⿱⿵⿱⺊冂条⿰票票
𤪇	ydmgi	1	ydmgi	⿰㮚玉
𤨗	ydmgi		ydmgi	⿰⿱卣木玉
𨕹	ydmm		ydmm	⿺辶桓
違	ydmq	1	ydmq	⿺辶韋
𨘇	ydmq		ydmq	⿺辶𤛉
𤭞	ydmun		ydmun	⿰享瓦
𫡮	ydn		ydn	⿺迷乙
𡗋	ydnin		ydnin	⿰稟多
𨔼	ydod		ydod	⿺辶𪱿
𰻎	ydog		ydog	
𪆝	ydokz		ydokz	⿰敦鳥
逨	ydoo		ydoo	⿺辶來
𨔱	ydoq		ydoq	⿺辶⿳木人⿻二丨
㝄	ydpu		ydpu	⿰享屯
𡦡	ydqa		ydqa	⿰享者
𨟞	ydqal		ydqal	⿰享都
𰼁	ydqau		ydqau	
𡦡	ydqia		ydqia	⿰享者
嚲	ydrrj		ydrrj	⿰享單
𢀮	ydss		ydss	⿰稟巨
𮋈	ydss		ydss	⿰享羽
𨘨	ydta		ydta	⿺辶槽
𪏆	ydtlc		ydtlc	⿰享黄
𪏆	ydtlc		ydtlc	⿰享黃
𪏆	ydtmc		ydtmc	⿰享黄
𪏆	ydtmc		ydtmc	⿰享黃
𨔤	ydts		ydts	⿺辶𠡠
𧰄	ydumt		ydumt	⿰享豈
𡟕	ydv		ydv	⿱施女
𨕜	ydvo		ydvo	⿱迷乆
𬨮	ydw		ydw	⿺辶東
𨙠	ydwa	1	ydwa	⿺辶𣍘
𨗐	ydwa		ydwa	⿺辶⿱東日
𠆔	ydxhu		ydxhu	⿰享兒
𥽽	ydyhm		ydyhm	⿰𥻆產
𥽽	ydykm		ydykm	⿰𥻆產
𠆓	ydyok		ydyok	⿰享夜
𡦨	ydypn		ydypn	⿰享虎
𡦨	ydypu		ydypu	⿰享虎
㝇	ydyrd		ydyrd	⿰享享
𫧷	ydyth		ydyth	⿰𥻆产
𠆞	ydywm		ydywm	⿰享亶
攴	ye	1	ye	⿱⺊又
𣱵	ye		ye	⿱亠水
𨑾	ye		ye	⿺辶水
𨓬	yea	1	yea	⿺辶沓
𣈉	yea		yea	⿱叔日
𢻿	yeb		yeb	⿰攴月
𠠋	yebcn		yebcn	⿱𣦼則
𧇈	yebm		yebm	⿺䖍且
𥁽	yebt		yebt	⿱叔皿
督	yebu	1	yebu	⿱叔目
䝳	yebuc	1	yebuc	⿱𣦼貝
𧷧	yebuc		yebuc	⿱⿰⿱⺊⿻⿵冂丨⿰⺀⺀又貝
錖	yec		yec	⿱叔金
梷	yed		yed	⿱⿰占又木
梷	yed		yed	⿱⿰占又朩
𪆶	yedhz		yed/hz	⿰粲鳥
𨑱	yee		yee	⿺辶双
逫	yeee		yeee	⿺辶叕
𨔇	yeep		yeep	⿺辶⿱双心
𧚰	yeev		yeev	⿳亠叕𧘇
粲	yefd	2	yefd	⿱𣦼米
𥺤	yefd		yefd	⿱叔米
逤	yefh		yefh	⿺辶沙
壑	yeg	3	yeg	⿱㕡土
𡓝	yeg	2	yeg	⿱叡土
𡐍	yeg	1	yeg	⿱⿰⿸⿱⺊②石又土
𡋹	yeg		yeg	⿱𣦼土
𮷠	yeg		yeg	
𢒭	yehhh	1	yehhh	⿰⿳⺊目⑤彡
𢒦	yehhh		yehhh	⿰⿱占⑤彡
𤬂	yehio		yehio	⿱叔瓜
𢽂	yeiav		yeiav	⿰攴良
𤟏	yeik		yeik	⿱叔犬
𧇉	yejr		yejr	⿺䖍古
𠡡	yeks		yeks	⿱𣦼力
𠡹	yeks		yeks	⿱⿰⿱上夕又力
𢃝	yelb		yelb	⿱叔巾
𧊯	yeli		yeli	⿱𣱵虫
𨖳	yell		yell	⿺辶淵
韰	yelsm		yelsm	⿱𣦼韭
𢤰	yelsp		yelsp	⿱韰心
𢤕	yelyp		yelyp	⿱𣦼悲
𨓔	yemb		yemb	⿺辶⿳又一月
𮠯	yemcw		yemcw	⿱𣦼酉
𧆶	yemjs		yemjs	⿺䖍亐
𧆶	yemks		yemks	⿺䖍亐
𮁹	yemmf		yemmf	⿱𣦼示
𧆶	yemms		yemms	⿺䖍亐
𥓍	yemr		yemr	⿱叔石
𮀜	yemr		yemr	⿱𣦼石
𨓎	yend		yend	⿺辶⿱水子
䱗	yenwf		yenwf	⿱𣦼魚
𮬞	yenwm		yenwm	⿱𣦼鱼
餐	yeoav	1	yeoav	⿱𣦼食
𩜨	yeoav		yeoav	⿱⿰⿱上夕又食
𣼿	yeowy		yeowy	⿰⿱𠫓水每
惄	yep		yep	⿱叔心
𬩅	yeqa		yeqa	⿺辶渚
𮛣	yeryo		yeryo	⿱叔足
𦖥	yesj		yesj	⿱㕟耳
𠭮	yett	1	yett	⿱⿰⿱上夕又井
𠭘	yett		yett	⿱𣦼井
㛑	yev	1	yev	⿱𣦼女
𫰥	yev		yev	⿱⿰文又女
𬩆	yevw		yevw	⿺辶淄
𰙙	yewno		yewno	
裻	yeyhv		yeyhv	⿱叔衣
𧇝	yeypn		yeypn	⿱叔虎
𧇝	yeypu		yeypu	⿱叔虎
𮞵	yeyr		yeyr	⿺辶⿱又言
𨑯	yf		yf	⿺辶火
𬽄	yf		yf	⿱亠火
𰞚	yf		yf	
𲅌	yf		yf	
逍	yfb	2	yfb	⿺辶肖
𦚍	yfb		yfb	⿱亠肖
𣤎	yfbo		yfbo	⿺逍欠
𮞢	yfbr		yfbr	⿺辶尙
𨖩	yfbu		yfbu	⿺辶眷
𧠪	yfbuu		yfbuu	⿰尗見
𬩖	yfbw		yfbw	⿺辶當
迷	yfd		yfd	⿺辶米
𫐽	yfdh		yfdh	⿺辶粆
𡬱	yfdi	1	yfdi	⿰京寸
𡬧	yfdi		yfdi	⿰尗寸
𬨿	yfdi		yfdi	⿺迷云
𰻋	yfdl		yfdl	
𫖎	yfdmq		yfdmq	⿰京韋
𩔢	yfdmz		yfd/mz	⿰迷頁
遴	yfdq		yfdq	⿺辶粦
𮟟	yfdu		yfdu	⿺迷眉
𫐷	yfdv		yfdv	⿺辶娄
𬡗	yfdv		yfdv	⿳亠米𧘇
叔	yfe	1	yfe	⿰尗又
𥉆	yfebu		yfebu	⿰⿱上示⿱又目
𥛬	yfefd		yfefd	⿰⿱上示⿱又米
𨗄	yfff		yfff	⿺辶焱
𭶥	yfff		yfff	⿳亠⿲火羊火火
𮯳	yfff		yfff	
䢯	yffq		yffq	⿺辶㷠
𫑔	yffr		yffr	⿺辶營
𨖉	yfft		yfft	⿺辶⿱炎廾
𡣹	yffv		yffv	⿱⿲火言火女
𡮗	yfhf		yfhf	⿺辶⿱少不
𢒭	yfhhh	1	yfhhh	⿰⿳⺊目⑤彡
𢒦	yfhhh		yfhhh	⿰⿱占⑤彡
𰚄	yfhne		yfhne	
𩘁	yfhni		yfhni	⿰京風
𤇯	yfhv		yfhv	⿳亠火𧘇
𫛧	yfhym		yfhym	⿰尗鸟
𢧍	yfi		yfi	⿰⿱上示戈
𢧡	yfih		yfih	⿰⿱上示戊
𭟸	yfiho		yfiho	⿰⿱与小⿵戊人
𬽙	yfijb		yfijb	⿰京甫
𤣏	yfik		yfik	⿰𫊣犬
就	yfiku	1	yfiku	⿰京尤
𡰔	yfiku		yfiku	⿰⿳亠吕小尤
𡰜	yfiku		yfiku	⿰⿳亠口京尤
𭕒	yfiku		yfiku	⿰亰尤
𭚤	yfipm		yfipm	⿰⿱与小式
𪆩	yfiuz		yfiuz	⿰就鳥
𪗓	yfjbe		yfjbe	⿰齋⿱真夂
𢻃	yfje		yfje	⿰尗支
𡰗	yfku		yfku	⿰⿳亠口京尢
𨽾	yfle		yfle	⿰⿱上示隶
𠅮	yfmmu		yfmmu	⿰京元
𮞭	yfmr		yfmr	⿺辶⿳⺌一㠯
𨒺	yfmu		yfmu	⿺辶光
𣄶	yfmvu	1	yfmvu	⿰亰旡
𣄵	yfmvu		yfmvu	⿰京旡
𱹈	yfnd		yfnd	
𲍂	yfnwf		yfnwf	
𱬪	yfohh		yfohh	
𥛓	yfomf		yfomf	⿰⿱上示⿱入示
𥛓	yfomf		yfomf	⿰⿱上示余
𪗒	yfpbe		yfpbe	⿰齋⿳匕⿺𠃊目夂
𨒃	yfq		yfq	⿺辶半
㕻	yfr		yfr	⿱丶否
𠝒	yfrln		yfr/ln	⿰㕻刂
𫟩	yfru		yfru	⿺辶巻
𫟩	yfsu		yfsu	⿺辶巻
䢠	yft		yft	⿺辶灷
𬩌	yfuw		yfuw	⿺辶⿰光𡆫
𱹙	yfwd		yfwd	
𱹝	yfwd		yfwd	
𱹟	yfwd		yfwd	
𱹡	yfwd		yfwd	
𢾬	yfye		yf/ye	⿰⿱⿱亠丷灰攴
主	yg	1	yg	⿱亠土
主	yg	1	yg	⿱丶王
𨑒	yg		yg	⿺辶土
𭩌	ygbkk		ygbkk	⿰望网
䚒	ygbuu		ygbuu	⿰童見
𨙜	ygcc	1	ygcc	⿺辶𧸇
𨙋	ygcc		ygcc	⿺辶𧷏
逵	ygcg		ygcg	⿺辶坴
𧇾	ygcms		ygcms	⿰雐兮
𫐫	ygcn		ygcn	⿺辶⿱圥夕
𣠛	ygd		ygd	⿱雜木
﨎	yge		yge	⿱𮥷又
𮮜	ygf		ygf	⿱⿰音里灬
𰟳	ygf		ygf	
䜃	ygg		ygg	⿱誰土
𨖖	yggl		yggl	⿺逵阝
𩕜	yggmz		ygg/mz	⿰逵頁
𰐢	yggn		yggn	
𨘫	yggr		yggr	⿺辶⿱垚吉
遶	yggu		yggu	⿺辶堯
𰻀	yggy		yggy	
𤽞	ygha		ygha	⿰主白
𪚹	yghbs		yghbs	⿰主龜
殶	yghne	1	yghne	⿰主殳
殶	yghne	1	yghne	⿰龶殳
𬆳	yghne		yghne	⿰雍殳
氃	yghqu		yghqu	⿰童毛
𪇻	yghz	1	yghz	⿱誰鳥
𩿢	yghz		yg/hz	⿰主鳥
迲	ygi	1	ygi	⿺辶去
𢨒	ygi		ygi	⿰童戈
𢨘	ygi		ygi	⿰雐戈
𥫎	ygibc		ygibc	⿰童貟
𨮲	ygic	1	ygic	⿳亠⿰垚丸金
𨬇	ygic		ygic	⿳亠⿰圭丸金
𮞗	ygit		ygit	⿺辶弆
褻	ygiv	1	ygiv	⿳亠埶𧘇
䙝	ygiv		ygiv	⿳亠執𧘇
𲉯	ygjbl		ygjbl	
𭩕	ygjbm		ygjbm	⿰望宜
𨙀	ygje		ygje	⿺辶⿰⿱土革殳
𪜋	ygjp		ygjp	⿱主戈
𨮲	ygkc	1	ygkc	⿳亠⿰垚丸金
𨬇	ygkc		ygkc	⿳亠⿰圭丸金
褻	ygkv	1	ygkv	⿳亠埶𧘇
䙝	ygkv		ygkv	⿳亠執𧘇
逹	ygl		ygl	⿺辶幸
𧏼	ygli	1	ygli	⿱主䖵
𧉶	ygli		ygli	⿱主虫
𪱮	ygmbc		ygmbc	⿰望貢
虧	ygmjs	1	ygmjs	⿰雐亏
虧	ygmjs	1	ygmjs	⿰雐亐
虧	ygmks	2	ygmks	⿰雐亏
虧	ygmks	2	ygmks	⿰雐亐
虧	ygmms	1	ygmms	⿰雐亏
虧	ygmms	1	ygmms	⿰雐亐
𥗱	ygmr		ygmr	⿱雜石
𮀒	ygmr		ygmr	⿱主石
㼿	ygmun		ygmun	⿰童瓦
𫅏	ygmx		ygmx	⿱𦍌正
𩒊	ygmz		yg/mz	⿰主頁
𭩔	ygndt		ygndt	⿰望孟
𪚹	ygnxu		ygnxu	⿰主龜
𬻽	ygnyk		ygnyk	⿰主买
𨾨	ygog	1	yg/og	⿰主隹
𨖫	ygog		yg/og	⿺辶⿱土隹
𠅰	ygop		ygop	⿱亠⿲土矢匕
𨕍	ygoy		ygoy	⿺辶赴
𢥗	ygp		ygp	⿱離心
𭟦	ygp		ygp	⿱雜心
𰺻	ygp		ygp	
逇	ygpd		ygpd	⿺辶地
迼	ygr	1	ygr	⿺辶吉
𨔦	ygrt		ygrt	⿺辶壴
遠	ygrv	2	ygrv	⿺辶袁
遨	ygsk		ygsk	⿺辶敖
𩦍	ygsqf		ygsqf	⿰童馬
𦒭	ygss	1	ygss	⿱⿰高圶羽
𦒍	ygss		ygss	⿰童羽
𪏜	ygtcg		ygtcg	⿰主黈
𮟊	ygth		ygth	⿺辶彭
𮮏	ygtlc		ygtlc	⿰主黄
𮮏	ygtmc		ygtmc	⿰主黄
達	ygtq		ygtq	⿺辶𦍒
𬻻	ygv		ygv	⿺𠃊主
𮟧	ygvs		ygvs	⿺遠斉
逺	ygvv		ygvv	⿺辶𡊮
𨗣	ygwa		ygwa	⿺辶⿳土四日
䢱	ygwc		ygwc	⿺辶賣
䢱	ygwc		ygwc	⿺辶𧶠
𭻙	ygwks		ygwks	⿰主男
𰀩	ygyg		ygyg	
𬻾	ygyhr		ygyhr	⿰主追
𪱯	ygytu		ygytu	⿰望竜
𫟨	ygyv		ygyv	⿺辶⿱土衣
𫐨	ygz		ygz	⿺辶赤
广	yh		i	广
迫	yha		yha	⿺辶白
𮞰	yhae		yhae	⿺辶泉
遑	yhag		yhag	⿺辶皇
𣤝	yhano		yha/no	⿰⿸⿱⺊②⿳八人日欠
𫟪	yhar		yhar	⿺辶⿳白宀㕣
𮞾	yhas		yhas	⿺辶⿳白冖方
𨓅	yhau		yhau	⿺辶皃
𠆇	yhbk		yhbk	⿱亠奧
𰻘	yhbk		yhbk	
𨔈	yhbn		yhbn	⿺辶制
逈	yhbr		yhb'r	⿺辶向
𬩢	yhbt		yhbt	⿺遍立
𲅘	yhbu		yhbu	
𧸠	yhbuc	1	yhbuc	⿱⿰文⿹戈必貝
𧷠	yhbuc		yhbuc	⿱彪貝
𰷝	yhbuc		yhbuc	
𮓢	yhcb		yhcb	⿸⿱⺊②䏌
𮷟	yhd		yhd	
䢤	yhdc		yhdc	⿺辶秫
䢤	yhdd		yhdd	⿺辶秫
𫐵	yhdf		yhdf	⿺辶秋
透	yhdh		yhdh	⿺辶秀
𥀆	yhdhe		yhdhe	⿰彥皮
𡭅	yhdi		yhdi	⿱⿰享分寸
𨖨	yhdn		yhdn	⿺辶移
𬨩	yhdn		yhdn	⿺辶禿
𬨾	yhdp		yhdp	⿺辶乘
𬨩	yhdu		yhdu	⿺辶禿
逶	yhdv	3	yhdv	⿺辶委
襃	yhdv	2	yhdv	⿳亠⿰③呆𧘇
褎	yhdv	1	yhdv	⿳亠⿰③禾𧘇
𧛿	yhdv		yhdv	⿳亠秝𧘇
𮖥	yhdv		yhdv	⿳亠⿰𠀉𣎼𧘇
返	yhe	2	yhe	⿺辶反
𠧘	yhe		yhe	⿸⿱⺊②又
𮓚	yhe		yhe	⿸𭅰又
𨕊	yhec		yhec	⿺辶⿱夊共
𮞓	yhed		yhed	⿺辶条
𮞦	yhed		yhed	⿺辶⿱攵未
𲆃	yhed		yhed	
邍	yhee		yhee	⿺辶⿱备录
邍	yhee		yhee	⿺辶⿱备彔
𲆂	yhef		yhef	
𨘯	yheh		yheh	⿺辶𪏯
逢	yhej	1	yhej	⿺辶夆
𨘡	yhej		yhej	⿺辶⿱备𤰞
𨒟	yhem		yhem	⿺辶冬
𨙅	yheo		yheo	⿺辶⿱备彖
𮟦	yheo		yheo	⿺辶⿱备㒸
逄	yheq		yheq	⿺辶夅
𮞑	yher		yher	⿺辶各
𨔔	yhew		yhew	⿺辶⿱夊罒
𲅹	yhew		yhew	
𨓧	yhex		yhex	⿺辶⿱夂止
𨒟	yhey		yhey	⿺辶冬
𥇨	yhfbu		yhfbu	⿸⿱⺊②⿱火目
𢽮	yhfok		yhf/ok	⿰⿳亠夂小攵
𧞚	yhfv	1	yhfv	⿳亠⿰舟𠔉衣
𧝢	yhfv		yhfv	⿳亠⿰舟𠔉𧘇
𨑳	yhg		yhg	⿺辶𡈼
𮓗	yhg		yhg	⿸⿱⺊②土
𨙦	yhgf		yhgf	⿺辶𩦛
𨓱	yhgg		yhgg	⿺辶𡊥
𲅷	yhgi		yhgi	
𬩙	yhgq		yhgq	⿺辶⿱告羊
造	yhgr	1	yhgr	⿺辶告
造	yhgr	1	yhgr	⿺辶吿
𨗡	yhgr		yhgr	⿺辶⿱竹吉
𨘥	yhgr		yhgr	⿺辶⿳竹土𡰪
选	yhgu		yhgu	⿺辶先
𨘻	yhgv		yhgv	⿺辶𥰟
𨘴	yhgy		yhgy	⿺辶靠
逬	yhh		yhh	⿺辶幷
𨙢	yhhb	1	yhhb	⿺辶𥵸
𨖠	yhhb		yhhb	⿺辶⿸𠂆扁
𲅸	yhhc		yhhc	
邌	yhhe		yhhe	⿺辶黎
𥹐	yhhfd		yhhfd	⿸⿱⺊②米
彦	yhhh		yhhh	⿸产彡
𪃛	yhhhz		yhh/hz	⿰彥鳥
𠦳	yhhj		yhhj	⿰彦千
𨖟	yhhk		yhhk	⿺辶𨈡
𨖬	yhhm		yhhm	⿺辶笙
顔	yhhmz		yhh/mz	⿰彦頁
𪵏	yhhne		yhhne	⿰彥殳
𢒲	yhho		yhho	⿱亠𢒩
𮟐	yhhr		yhhr	⿺辶筶
𠷗	yhhr		yhhr	⿸彦口
𠷗	yhhr		yhhr	⿸彥口
裦	yhhv		yhhv	⿳亠⿰③矛𧘇
𰺺	yhhv		yhhv	
遛	yhhw		yhhw	⿺辶留
𲅻	yhhz		yhhz	
𲅔	yhi		yhi	
𨖠	yhib		yhib	⿺辶⿸𠂆扁
𨘟	yhio		yhio	⿺辶⿱竹庚
𰺶	yhio		yhio	
𨖎	yhir		yhir	⿺辶笞
迁	yhj		yhj	⿺辶千
𨒲	yhjd		yhjd	⿺辶朱
𨕉	yhje		yhje	⿺辶⿰⑤⿱匕又
𮷤	yhje		yhje	
𨘲	yhjg	1	yhjg	⿺辶⿱竹室
𨔝	yhjg		yhjg	⿺辶重
𨔠	yhjm		yhjm	⿺辶垂
𨘉	yhjo		yhjo	⿺辶箑
适	yhjr		yhjr	⿺辶舌
遁	yhju		yhju	⿺辶盾
𨔨	yhjx		yhjx	⿺辶臿
𲅕	yhjx		yhjx	
䢪	yhkb		yhkb	⿺辶喬
𬨦	yhkr		yhkr	⿺辶吞
𨕘	yhlb		yhlb	⿺辶禹
𲅺	yhlb		yhlb	
𨔕	yhle		yhle	⿺辶⿸𠂆⿱⿻⿻コ一丨又
𬩲	yhlf		yhlf	⿺近察
𰊭	yhllg		yhllg	
𬨵	yhlo		yhlo	⿺近乏
𨖷	yhlq		yhlq	⿺辶筆
遛	yhlw		yhlw	⿺辶留
𫑇	yhlz		yhlz	⿺近其
𨖺	yhmb	1	yhmb	⿺辶𥬵
𨔄	yhmb		yhmb	⿺辶⿸𠂆⿱帀巾
颜	yhmbo		yhmbo	⿰彦页
𥈠	yhmcu		yhmcu	⿸⿱⺊②⿳一八𥃦
𨙔	yhmf		yhmf	⿺辶𩣷
𦥋	yhmig		yhmig	⿱⿰歺㐱至
近	yhml		yhml	⿺辶斤
剷	yhmln		yhm/ln	⿰産刂
剷	yhmln		yhm/ln	⿰產刂
遾	yhmo	2	yhmo	⿺辶筮
𨗹	yhmo		yhmo	⿺辶𫁾
逅	yhmr		yhmr	⿺辶后
𮞌	yhms		yhms	⿱近𠃍
𮟆	yhmx		yhmx	⿺辶䇥
亢	yhn		yhn	⿱亠几
𢒶	yhnao		yhnao	⿰彥象
𦫨	yhnau		yhnau	⿰彥色
𡥋	yhnd		yhnd	⿸⿱⺊②子
䲳	yhnhz		yhn/hz	⿰亢鳥
𪜠	yhni	1	yhni	⿱亠凡
𨑙	yhni		yhni	⿺辶凡
劥	yhnks		yhn/ks	⿰亢力
𰆆	yhnmb		yhnmb	
頏	yhnmz		yhn/mz	⿰亢頁
𨒁	yhnn		yhnn	⿺辶𠘬
邟	yhnnl		yhn/nl	⿰亢阝
㰠	yhnno		yhn/no	⿰亢欠
𨾒	yhnog		yhn/og	⿰亢隹
𫑎	yhnx		yhnx	⿺辶筵
𫝸	yho	1	yho	⿸产⿻丿人
𨑠	yho		yho	⿺辶彳
𭛛	yhoa		yhoa	⿰彦𭥍
𨘖	yhoh		yhoh	⿺辶㼒
𲅪	yhoi		yhoi	
䢨	yhoo		yhoo	⿺辶從
𨘳	yhos		yhos	⿺辶⿰彳⿳山日夯
𨔅	yhou		yhou	⿺辶⿰爪毛
虍	yhp	2	yhp	⿸⿱⺊②七
𢣪	yhp		yhp	⿱彰心
𨖃	yhph		yhph	⿺辶笏
𱈧	yhphz		yhphz	
𨒦	yhpl		yhpl	⿺辶印
𮞲	yhpl		yhpl	⿺辶卽
𨑴	yhq		yhq	⿺辶牛
𮞺	yhq		yhq	⿺辶𥬄
逓	yhqb		yhqb	⿺辶乕
𰻄	yhqb		yhqb	
𲅩	yhqj		yhqj	
産	yhqm		yhqm	⿸产生
迭	yhqo		yhqo	⿺辶失
𬩙	yhqq		yhqq	⿺辶⿱告羊
造	yhqr		yhqr	⿺辶告
造	yhqr		yhqr	⿺辶吿
𨑺	yhqu		yhqu	⿺辶毛
袠	yhqv	1	yhqv	⿳亠失𧘇
𧘝	yhqv		yhqv	⿳亠毛𧘇
𨘴	yhqy		yhqy	⿺辶靠
𨕵	yhre		yhre	⿺追殳
𥟃	yhrhd		yhrhd	⿸⿱⺊②𠰓
𬩭	yhrm		yhrm	⿺造差
𩔦	yhrmz		yhr/mz	⿰追頁
𩀖	yhrog		yhr/og	⿰⿱衣口隹
追	yhrr	1	yhrr	⿺辶𠂤
𫑓	yhrr		yhrr	⿺追畧
𬩱	yhru		yhru	⿺追堯
𮟄	yhrz		yhrz	⿺追本
方	yhs		yhs	⿱亠⿰丿𠃌
遍	yhsb		yhsb	⿺辶扁
𨘋	yhsd		yhsd	⿺辶⿰⿱白方⿱𠂉子
𫐺	yhse	1	yhse	⿺辶殷
𨕶	yhse		yhse	⿺辶𬆣
𨓉	yhsh		yhsh	⿺辶身
鴋	yhshz		yhs/hz	⿰方鳥
𰲱	yhsi		yhsi	
邀	yhsk	2	yhsk	⿺辶敫
𣁅	yhsk		yhsk	⿱方文
𮞲	yhsl		yhsl	⿺辶卽
𠛍	yhsln		yhs/ln	⿰方刂
𨒎	yhsm		yhsm	⿺辶④
邡	yhsnl		yhs/nl	⿰方阝
𪴩	yhsno		yhs/no	⿰方欠
𨾔	yhsog		yhs/og	⿰方隹
放	yhsok		yhs/ok	⿰方攵
𧘩	yhsv		yhsv	⿱方衣
𰕆	yhsye		yhsye	
𬨠	yht		yht	⿺辶升
𬷧	yhthz		yht/hz	⿰⿱方皿鳥
𧝻	yhtv		yhtv	⿳亠𦩎𧘇
𨘢	yhub		yhub	⿺辶𦤝
𲆌	yhuc		yhuc	
𠅬	yhue	1	yhue	⿱亠⿺先攴
𠅨	yhue		yhue	⿱亠⿺先夂
䢑	yhui		yhui	⿺辶氐
迎	yhul		yhul	⿺辶卬
䢑	yhum		yhum	⿺辶氐
邉	yhur	1	yhur	⿺辶⿳自穴口
邉	yhur	1	yhur	⿺辶𮍛
𨓈	yhur		yhur	⿺辶𠯑
𮟣	yhur		yhur	⿺辶⿱自容
邊	yhus		yhus	⿺辶臱
𮟗	yhus		yhus	⿺辶𦤔
𧝾	yhuv		yhuv	⿳亠⿰③⿱爫𠙻𧘇
𨙡	yhuz		yhuz	⿺辶⿰𡸁鳥
衣	yhv		yhv	⿱亠𧘇
𮞅	yhv		yhv	⿺辶④
裔	yhvb	3	yhv'b	⿱衣冏
𧞴	yhvb	2	yhvb	⿱衣調
𧙚	yhvb	1	yhvb	⿱衣用
𧘉	yhvb		yhvb	⿱衣冂
𧘯	yhvb		yhvb	⿱衣月
𮕺	yhvb		yhvb	⿱衣同
𮶿	yhvb		yhvb	
𧛌	yhve		yhve	⿱衣⿰才犮
䘚	yhvj		yhvj	⿱衣十
𧛉	yhvk		yhvk	⿱衣枚
𨒖	yhvl		yhvl	⿺辶卯
𠜆	yhvln		yhv/ln	⿰衣刂
𧘊	yhvn		yhvn	⿱衣几
𪫳	yhvp		yhvp	⿱衣心
𧙌	yhvu		yhvu	⿱衣包
𩛚	yhvv	1	yhvv	⿱衣食
𧛁	yhvv		yhvv	⿳衣冖衣
𩠪	yhvvu		yhvvu	⿰彥𩠐
𩕝	yhvvz		yhvvz	⿰彥⿱巛頁
𪀰	yhvz		yhvz	⿱衣鳥
𮞱	yhwj		yhwj	⿺辶卑
𨖼	yhwo		yhwo	⿺辶⿱⿱丿罒乑
𨖼	yhwo		yhwo	⿺辶衆
褏	yhwv	2	yhwv	⿳亠⿰③由𧘇
褢	yhwv	1	yhwv	⿳亠鬼𧘇
𧜪	yhwv		yhwv	⿳亠⿰③⿱𠂊田𧘇
𨒂	yhx		yhx	⿺辶𠂛
𨕋	yhxb		yhxb	⿺辶⿱𠂛月
𨕴	yhye		yhye	⿺辶般
遞	yhyn	1	yhyn	⿺辶虒
𠨂	yhyph		yhyph	⿰⿱⺊勿⿱⺊勿
遞	yhyu	2	yhyu	⿺辶虒
𨕳	yhyu	1	yhyu	⿺辶⿰舟尤
鳪	yhz		y/hz	⿰卜鳥
𨖂	yhzr		yhzr	⿺辶⿹⑦口
𨕙	yhzs		yhzs	⿺辶𭄩
𮞽	yhzs		yhzs	⿺辶⿹⑦方
戠	yia	1	yia	⿹⿶戈⿱亠丷日
戠	yia	1	yia	⿰音戈
𫤶	yiac		yiac	⿱戠𬐧
𤎷	yiaf		yiaf	⿹⿶戈⿱亠丷炅
𢨀	yiag		yiag	⿹⿶戈⿱亠丷圼
𤣨	yiapv		yiapv	⿰玄曷
𰺽	yiav		yiav	
𧬣	yiayr		yiayr	⿹⿶戈⿱亠丷𧦊
育	yib	1	yib	⿱𠫓月
